country,year,life_exp,ppp_cap,name_sort,iso_a3
Estonia,1973,70.7,11800,Estonia,EST
Estonia,1974,70.8,12000,Estonia,EST
Estonia,1975,70.2,12200,Estonia,EST
Estonia,1976,69.9,12400,Estonia,EST
Estonia,1977,69.9,12600,Estonia,EST
Estonia,1978,69.7,12800,Estonia,EST
Estonia,1979,69.4,13100,Estonia,EST
Estonia,1980,69.7,13300,Estonia,EST
Estonia,1981,69.4,13700,Estonia,EST
Estonia,1982,69.9,14200,Estonia,EST
Estonia,1983,69.8,14700,Estonia,EST
Estonia,1984,69.6,15200,Estonia,EST
Estonia,1985,69.8,15400,Estonia,EST
Estonia,1986,71,15900,Estonia,EST
Estonia,1987,71.1,16100.000000000002,Estonia,EST
Estonia,1988,71,17000,Estonia,EST
Estonia,1989,70.5,18200,Estonia,EST
Estonia,1990,70,16800,Estonia,EST
Estonia,1991,69.5,15100,Estonia,EST
Estonia,1992,69.5,13000,Estonia,EST
Estonia,1993,68.3,11900,Estonia,EST
Estonia,1994,66.8,12000,Estonia,EST
Estonia,1995,68,12800,Estonia,EST
Estonia,1996,70,13600,Estonia,EST
Estonia,1997,70.3,15600,Estonia,EST
Estonia,1998,69.9,16400,Estonia,EST
Estonia,1999,70.7,16300,Estonia,EST
Estonia,2000,71,17800,Estonia,EST
Estonia,2001,70.8,19000,Estonia,EST
Estonia,2002,71.4,20400,Estonia,EST
Estonia,2003,72.1,22100,Estonia,EST
Estonia,2004,72.5,23800,Estonia,EST
Estonia,2005,73,26200,Estonia,EST
Estonia,2006,73.3,28900,Estonia,EST
Estonia,2007,73.3,31200,Estonia,EST
Estonia,2008,74.4,29700,Estonia,EST
Estonia,2009,75.2,25500,Estonia,EST
Estonia,2010,76.3,26200,Estonia,EST
Estonia,2011,76.3,28200,Estonia,EST
Estonia,2012,76.5,29200,Estonia,EST
Estonia,2013,77.2,29700,Estonia,EST
Estonia,2014,77.3,30700,Estonia,EST
Estonia,2015,77.8,31200,Estonia,EST
Estonia,2016,77.7,32200.000000000004,Estonia,EST
Estonia,2017,77.8,34000,Estonia,EST
Estonia,2018,77.9,35300,Estonia,EST
Estonia,2019,78,37000,Estonia,EST
Estonia,2020,77.7,35800,Estonia,EST
Estonia,2021,78.3,37000,Estonia,EST
Finland,1949,62.1,7600,Finland,FIN
Finland,1950,64.5,7800,Finland,FIN
Finland,1951,65.8,8380,Finland,FIN
Finland,1952,66.7,8570,Finland,FIN
Finland,1953,66.9,8530,Finland,FIN
Finland,1954,67.6,9170,Finland,FIN
Finland,1955,67.7,9530,Finland,FIN
Finland,1956,68.1,9710,Finland,FIN
Finland,1957,67.9,10100,Finland,FIN
Finland,1958,68.7,10000,Finland,FIN
Finland,1959,69,10500,Finland,FIN
Finland,1960,69.2,11400,Finland,FIN
Finland,1961,69.2,12200,Finland,FIN
Finland,1962,69.2,12600,Finland,FIN
Finland,1963,69.4,12900,Finland,FIN
Finland,1964,69.5,13500,Finland,FIN
Finland,1965,69.6,14200,Finland,FIN
Finland,1966,69.9,14500,Finland,FIN
Finland,1967,70,14800,Finland,FIN
Finland,1968,70.1,15100,Finland,FIN
Finland,1969,70.1,16600,Finland,FIN
Finland,1970,70.7,17900,Finland,FIN
Finland,1971,70.9,18300,Finland,FIN
Finland,1972,71.3,19700,Finland,FIN
Finland,1973,71.7,20900,Finland,FIN
Finland,1974,71.7,21500,Finland,FIN
Finland,1975,72.2,21700,Finland,FIN
Finland,1976,72.4,21600,Finland,FIN
Finland,1977,72.8,21600,Finland,FIN
Finland,1978,73.3,22000,Finland,FIN
Finland,1979,73.6,23600,Finland,FIN
Finland,1980,74,24800,Finland,FIN
Finland,1981,74.3,25200,Finland,FIN
Finland,1982,74.7,25900,Finland,FIN
Finland,1983,74.8,26500,Finland,FIN
Finland,1984,75,27200,Finland,FIN
Finland,1985,74.9,28100,Finland,FIN
Finland,1986,75,28700,Finland,FIN
Finland,1987,75.1,29900,Finland,FIN
Finland,1988,75.1,31300,Finland,FIN
Finland,1989,75.3,33100,Finland,FIN
Finland,1990,75.4,33000,Finland,FIN
Finland,1991,75.7,30900,Finland,FIN
Finland,1992,76,29700,Finland,FIN
Finland,1993,76.3,29300,Finland,FIN
Finland,1994,76.8,30400,Finland,FIN
Finland,1995,76.9,31500,Finland,FIN
Finland,1996,77.2,32600,Finland,FIN
Finland,1997,77.3,34500,Finland,FIN
Finland,1998,77.6,36300,Finland,FIN
Finland,1999,77.8,37800,Finland,FIN
Finland,2000,78,39900,Finland,FIN
Finland,2001,78.4,40900,Finland,FIN
Finland,2002,78.6,41500,Finland,FIN
Finland,2003,78.8,42200,Finland,FIN
Finland,2004,79,43800,Finland,FIN
Finland,2005,79.3,44800,Finland,FIN
Finland,2006,79.6,46500,Finland,FIN
Finland,2007,79.7,48700,Finland,FIN
Finland,2008,80,48900,Finland,FIN
Finland,2009,80.2,44700,Finland,FIN
Finland,2010,80.4,45900,Finland,FIN
Finland,2011,80.7,46900,Finland,FIN
Finland,2012,80.9,46000,Finland,FIN
Finland,2013,81.2,45400,Finland,FIN
Finland,2014,81.4,45000,Finland,FIN
Finland,2015,81.7,45100,Finland,FIN
Finland,2016,81.8,46200,Finland,FIN
Finland,2017,81.8,47600,Finland,FIN
Finland,2018,81.8,48300,Finland,FIN
Finland,2019,81.9,48800,Finland,FIN
Finland,2020,82,47300,Finland,FIN
Finland,2021,82.2,48400,Finland,FIN
France,1949,65.6,9070,France,FRA
France,1950,67.1,9510,France,FRA
France,1951,66.7,10000,France,FRA
France,1952,68.1,10200,France,FRA
France,1953,68.5,10400,France,FRA
France,1954,69,10800,France,FRA
France,1955,69.3,11400,France,FRA
France,1956,69.5,11800,France,FRA
France,1957,69.9,12400,France,FRA
France,1958,70.8,12600,France,FRA
France,1959,71,12800,France,FRA
France,1960,71.2,13600,France,FRA
France,1961,71.3,14200,France,FRA
France,1962,71.2,14800,France,FRA
France,1963,71.2,15400,France,FRA
France,1964,71.7,16300,France,FRA
France,1965,71.8,16900,France,FRA
France,1966,72,17700,France,FRA
France,1967,72.1,18400,France,FRA
France,1968,72.1,19100,France,FRA
France,1969,72.1,20200,France,FRA
France,1970,72.6,21200,France,FRA
France,1971,72.7,22100,France,FRA
France,1972,72.9,22900,France,FRA
France,1973,73.2,24000,France,FRA
France,1974,73.4,24600,France,FRA
France,1975,73.3,24300,France,FRA
France,1976,73.6,25300,France,FRA
France,1977,74,26200,France,FRA
France,1978,74.3,26800,France,FRA
France,1979,74.5,27600,France,FRA
France,1980,74.7,27900,France,FRA
France,1981,74.9,28100,France,FRA
France,1982,75.1,28700,France,FRA
France,1983,75.3,28900,France,FRA
France,1984,75.6,29200,France,FRA
France,1985,75.8,29600,France,FRA
France,1986,76,30200,France,FRA
France,1987,76.5,30800,France,FRA
France,1988,76.8,32100,France,FRA
France,1989,77,33100,France,FRA
France,1990,77.2,33800,France,FRA
France,1991,77.4,34000,France,FRA
France,1992,77.6,34400,France,FRA
France,1993,77.8,34000,France,FRA
France,1994,78,34700,France,FRA
France,1995,78.2,35300,France,FRA
France,1996,78.4,35700,France,FRA
France,1997,78.7,36400,France,FRA
France,1998,78.8,37500,France,FRA
France,1999,78.9,38600,France,FRA
France,2000,79.2,39900,France,FRA
France,2001,79.3,40400,France,FRA
France,2002,79.5,40500,France,FRA
France,2003,79.7,40600,France,FRA
France,2004,80.3,41400,France,FRA
France,2005,80.6,41800,France,FRA
France,2006,80.8,42500,France,FRA
France,2007,81.1,43300,France,FRA
France,2008,81.2,43100,France,FRA
France,2009,81.4,41700,France,FRA
France,2010,81.6,42300,France,FRA
France,2011,81.8,43000,France,FRA
France,2012,82,42900,France,FRA
France,2013,82.3,43000,France,FRA
France,2014,82.6,43200,France,FRA
France,2015,82.5,43500,France,FRA
France,2016,82.8,43800,France,FRA
France,2017,82.9,44800,France,FRA
France,2018,82.9,45500,France,FRA
France,2019,82.9,46100,France,FRA
France,2020,82.2,42200,France,FRA
France,2021,83.1,44600,France,FRA
United Kingdom,1949,68.4,12800,United Kingdom,GBR
United Kingdom,1950,68.9,12700,United Kingdom,GBR
United Kingdom,1951,68.8,13100,United Kingdom,GBR
United Kingdom,1952,69.5,13000,United Kingdom,GBR
United Kingdom,1953,70,13500,United Kingdom,GBR
United Kingdom,1954,70.3,14000,United Kingdom,GBR
United Kingdom,1955,70.5,14400,United Kingdom,GBR
United Kingdom,1956,70.6,14500,United Kingdom,GBR
United Kingdom,1957,70.8,14700,United Kingdom,GBR
United Kingdom,1958,71,14600,United Kingdom,GBR
United Kingdom,1959,71.1,15100,United Kingdom,GBR
United Kingdom,1960,71.2,15800,United Kingdom,GBR
United Kingdom,1961,71.1,16200,United Kingdom,GBR
United Kingdom,1962,71,16300,United Kingdom,GBR
United Kingdom,1963,71.1,16800,United Kingdom,GBR
United Kingdom,1964,71.5,17600,United Kingdom,GBR
United Kingdom,1965,71.7,17900,United Kingdom,GBR
United Kingdom,1966,71.7,18200,United Kingdom,GBR
United Kingdom,1967,72,18500,United Kingdom,GBR
United Kingdom,1968,71.9,19200,United Kingdom,GBR
United Kingdom,1969,71.9,19400,United Kingdom,GBR
United Kingdom,1970,72.1,19900,United Kingdom,GBR
United Kingdom,1971,72.2,20200,United Kingdom,GBR
United Kingdom,1972,72.2,20900,United Kingdom,GBR
United Kingdom,1973,72.3,22200,United Kingdom,GBR
United Kingdom,1974,72.5,21900,United Kingdom,GBR
United Kingdom,1975,72.8,21900,United Kingdom,GBR
United Kingdom,1976,72.9,22400,United Kingdom,GBR
United Kingdom,1977,73.2,22900,United Kingdom,GBR
United Kingdom,1978,73.3,23800,United Kingdom,GBR
United Kingdom,1979,73.4,24400,United Kingdom,GBR
United Kingdom,1980,73.8,24000,United Kingdom,GBR
United Kingdom,1981,74.1,23700,United Kingdom,GBR
United Kingdom,1982,74.2,24100,United Kingdom,GBR
United Kingdom,1983,74.5,24900,United Kingdom,GBR
United Kingdom,1984,74.8,25500,United Kingdom,GBR
United Kingdom,1985,74.8,26400,United Kingdom,GBR
United Kingdom,1986,75,27400,United Kingdom,GBR
United Kingdom,1987,75.3,28700,United Kingdom,GBR
United Kingdom,1988,75.4,30000,United Kingdom,GBR
United Kingdom,1989,75.6,30600,United Kingdom,GBR
United Kingdom,1990,75.8,30700,United Kingdom,GBR
United Kingdom,1991,76.1,30200,United Kingdom,GBR
United Kingdom,1992,76.3,30300,United Kingdom,GBR
United Kingdom,1993,76.4,30900,United Kingdom,GBR
United Kingdom,1994,76.7,32100,United Kingdom,GBR
United Kingdom,1995,76.8,32800,United Kingdom,GBR
United Kingdom,1996,77,33500,United Kingdom,GBR
United Kingdom,1997,77.3,34700,United Kingdom,GBR
United Kingdom,1998,77.5,35900,United Kingdom,GBR
United Kingdom,1999,77.6,37000,United Kingdom,GBR
United Kingdom,2000,78,38100,United Kingdom,GBR
United Kingdom,2001,78.3,39100,United Kingdom,GBR
United Kingdom,2002,78.5,39800,United Kingdom,GBR
United Kingdom,2003,78.6,41000,United Kingdom,GBR
United Kingdom,2004,79,41700,United Kingdom,GBR
United Kingdom,2005,79.3,42700,United Kingdom,GBR
United Kingdom,2006,79.5,43600,United Kingdom,GBR
United Kingdom,2007,79.8,44300,United Kingdom,GBR
United Kingdom,2008,80,43800,United Kingdom,GBR
United Kingdom,2009,80.3,41700,United Kingdom,GBR
United Kingdom,2010,80.6,42100,United Kingdom,GBR
United Kingdom,2011,80.8,42500,United Kingdom,GBR
United Kingdom,2012,80.9,42800,United Kingdom,GBR
United Kingdom,2013,81,43400,United Kingdom,GBR
United Kingdom,2014,81.1,44200,United Kingdom,GBR
United Kingdom,2015,81,44900,United Kingdom,GBR
United Kingdom,2016,81.1,45400,United Kingdom,GBR
United Kingdom,2017,81.2,46000,United Kingdom,GBR
United Kingdom,2018,81,46300,United Kingdom,GBR
United Kingdom,2019,81.1,46700,United Kingdom,GBR
United Kingdom,2020,79.4,41900,United Kingdom,GBR
United Kingdom,2021,81.3,43900,United Kingdom,GBR
Georgia,1949,50.2,2820,Georgia,GEO
Georgia,1950,49.6,3130,Georgia,GEO
Georgia,1951,50.4,3160,Georgia,GEO
Georgia,1952,51.4,3390,Georgia,GEO
Georgia,1953,52.3,3560,Georgia,GEO
Georgia,1954,53.3,3760,Georgia,GEO
Georgia,1955,54.3,4100,Georgia,GEO
Georgia,1956,55.4,4510,Georgia,GEO
Georgia,1957,56.4,4630,Georgia,GEO
Georgia,1958,57.3,5000,Georgia,GEO
Georgia,1959,58.3,4960,Georgia,GEO
Georgia,1960,59.3,5450,Georgia,GEO
Georgia,1961,60.1,5700,Georgia,GEO
Georgia,1962,61,5800,Georgia,GEO
Georgia,1963,61.6,5620,Georgia,GEO
Georgia,1964,62.3,6290,Georgia,GEO
Georgia,1965,63,6600,Georgia,GEO
Georgia,1966,63.6,7050,Georgia,GEO
Georgia,1967,64.1,7450,Georgia,GEO
Georgia,1968,64.6,7740,Georgia,GEO
Georgia,1969,65,8070,Georgia,GEO
Georgia,1970,65.4,9000,Georgia,GEO
Georgia,1971,65.7,9170,Georgia,GEO
Georgia,1972,65.9,9370,Georgia,GEO
Georgia,1973,66.2,9920,Georgia,GEO
Georgia,1974,66.5,10000,Georgia,GEO
Georgia,1975,66.7,10100,Georgia,GEO
Georgia,1976,67.1,10200,Georgia,GEO
Georgia,1977,67.4,10200,Georgia,GEO
Georgia,1978,67.7,10300,Georgia,GEO
Georgia,1979,68.1,10400,Georgia,GEO
Georgia,1980,68.5,10500,Georgia,GEO
Georgia,1981,68.8,10900,Georgia,GEO
Georgia,1982,69.1,11400,Georgia,GEO
Georgia,1983,69.1,11900,Georgia,GEO
Georgia,1984,69,12700,Georgia,GEO
Georgia,1985,69.1,13300,Georgia,GEO
Georgia,1986,69.1,13100,Georgia,GEO
Georgia,1987,68.9,12900,Georgia,GEO
Georgia,1988,68.7,13700,Georgia,GEO
Georgia,1989,68.5,13100,Georgia,GEO
Georgia,1990,68.5,11100,Georgia,GEO
Georgia,1991,68.4,8720,Georgia,GEO
Georgia,1992,67.9,4770,Georgia,GEO
Georgia,1993,67.8,3350,Georgia,GEO
Georgia,1994,68.8,3050,Georgia,GEO
Georgia,1995,70,3240,Georgia,GEO
Georgia,1996,70.9,3740,Georgia,GEO
Georgia,1997,70.9,4270,Georgia,GEO
Georgia,1998,70.6,4510,Georgia,GEO
Georgia,1999,70.7,4740,Georgia,GEO
Georgia,2000,70.7,4920,Georgia,GEO
Georgia,2001,70.8,5240,Georgia,GEO
Georgia,2002,70.4,5570,Georgia,GEO
Georgia,2003,70.6,6230,Georgia,GEO
Georgia,2004,70.7,6630,Georgia,GEO
Georgia,2005,71,7320,Georgia,GEO
Georgia,2006,71.5,8050,Georgia,GEO
Georgia,2007,72,9110,Georgia,GEO
Georgia,2008,71.5,9360,Georgia,GEO
Georgia,2009,71.7,9100,Georgia,GEO
Georgia,2010,71.9,9740,Georgia,GEO
Georgia,2011,72.2,10500,Georgia,GEO
Georgia,2012,72.5,11300,Georgia,GEO
Georgia,2013,72.9,11700,Georgia,GEO
Georgia,2014,73.2,12300,Georgia,GEO
Georgia,2015,73.3,12600,Georgia,GEO
Georgia,2016,73.1,13000,Georgia,GEO
Georgia,2017,73.2,13600,Georgia,GEO
Georgia,2018,73.3,14300,Georgia,GEO
Georgia,2019,73.4,15000,Georgia,GEO
Georgia,2020,72.6,14200,Georgia,GEO
Georgia,2021,73.7,14600,Georgia,GEO
Greece,1949,58.3,3430,Greece,GRC
Greece,1950,69,3510,Greece,GRC
Greece,1951,69.2,3780,Greece,GRC
Greece,1952,70.5,3760,Greece,GRC
Greece,1953,70.5,4230,Greece,GRC
Greece,1954,71,4320,Greece,GRC
Greece,1955,71.5,4610,Greece,GRC
Greece,1956,71.7,4960,Greece,GRC
Greece,1957,71.4,5240,Greece,GRC
Greece,1958,72.2,5430,Greece,GRC
Greece,1959,72.2,5570,Greece,GRC
Greece,1960,72.4,5770,Greece,GRC
Greece,1961,72.4,6290,Greece,GRC
Greece,1962,72.2,6560,Greece,GRC
Greece,1963,72.4,7280,Greece,GRC
Greece,1964,72.5,7940,Greece,GRC
Greece,1965,73,8730,Greece,GRC
Greece,1966,73.2,9300,Greece,GRC
Greece,1967,73,9800,Greece,GRC
Greece,1968,73.2,10500,Greece,GRC
Greece,1969,73.5,11600,Greece,GRC
Greece,1970,73.8,12700,Greece,GRC
Greece,1971,74.1,13700,Greece,GRC
Greece,1972,74.1,15400,Greece,GRC
Greece,1973,74.4,16100.000000000002,Greece,GRC
Greece,1974,74.6,15600,Greece,GRC
Greece,1975,74.6,16600,Greece,GRC
Greece,1976,74.7,17500,Greece,GRC
Greece,1977,74.9,18000,Greece,GRC
Greece,1978,75.1,19200,Greece,GRC
Greece,1979,75.2,19800,Greece,GRC
Greece,1980,75.3,20200,Greece,GRC
Greece,1981,75.4,20200,Greece,GRC
Greece,1982,75.6,20300,Greece,GRC
Greece,1983,75.6,20500,Greece,GRC
Greece,1984,75.8,21100,Greece,GRC
Greece,1985,75.9,21900,Greece,GRC
Greece,1986,76.2,22400,Greece,GRC
Greece,1987,76.4,22400,Greece,GRC
Greece,1988,76.8,23600,Greece,GRC
Greece,1989,77.1,24600,Greece,GRC
Greece,1990,77.2,24600,Greece,GRC
Greece,1991,77.3,25000,Greece,GRC
Greece,1992,77.4,25000,Greece,GRC
Greece,1993,77.6,24500,Greece,GRC
Greece,1994,77.7,24800,Greece,GRC
Greece,1995,77.8,25200,Greece,GRC
Greece,1996,77.9,25900,Greece,GRC
Greece,1997,78.1,26900,Greece,GRC
Greece,1998,78.2,27800,Greece,GRC
Greece,1999,78.2,28500,Greece,GRC
Greece,2000,78.4,29500,Greece,GRC
Greece,2001,78.7,30600,Greece,GRC
Greece,2002,78.9,31700,Greece,GRC
Greece,2003,79.1,33400,Greece,GRC
Greece,2004,79.2,35000,Greece,GRC
Greece,2005,79.4,35100,Greece,GRC
Greece,2006,79.7,37000,Greece,GRC
Greece,2007,79.6,38100,Greece,GRC
Greece,2008,80,37900,Greece,GRC
Greece,2009,80.2,36200,Greece,GRC
Greece,2010,80.4,34100,Greece,GRC
Greece,2011,80.5,31100,Greece,GRC
Greece,2012,80.6,29000,Greece,GRC
Greece,2013,80.9,28200,Greece,GRC
Greece,2014,81,28600,Greece,GRC
Greece,2015,80.9,28700,Greece,GRC
Greece,2016,81,28700,Greece,GRC
Greece,2017,81.1,29200,Greece,GRC
Greece,2018,81,29900,Greece,GRC
Greece,2019,80.9,30500,Greece,GRC
Greece,2020,80.4,28000,Greece,GRC
Greece,2021,81.3,29200,Greece,GRC
Croatia,1949,54.3,3850,Croatia,HRV
Croatia,1950,55,3500,Croatia,HRV
Croatia,1951,54.3,3520,Croatia,HRV
Croatia,1952,57.9,3150,Croatia,HRV
Croatia,1953,58.2,3400,Croatia,HRV
Croatia,1954,60.6,3670,Croatia,HRV
Croatia,1955,60.2,4310,Croatia,HRV
Croatia,1956,61.4,4100,Croatia,HRV
Croatia,1957,62,4830,Croatia,HRV
Croatia,1958,64.6,4930,Croatia,HRV
Croatia,1959,64.2,5340,Croatia,HRV
Croatia,1960,64.7,5830,Croatia,HRV
Croatia,1961,66,6220,Croatia,HRV
Croatia,1962,65.4,6340,Croatia,HRV
Croatia,1963,66.6,6970,Croatia,HRV
Croatia,1964,66.6,7580,Croatia,HRV
Croatia,1965,67.6,7750,Croatia,HRV
Croatia,1966,68.8,8340,Croatia,HRV
Croatia,1967,68.5,8650,Croatia,HRV
Croatia,1968,68.5,9070,Croatia,HRV
Croatia,1969,68,9800,Croatia,HRV
Croatia,1970,68.7,10500,Croatia,HRV
Croatia,1971,69.2,11400,Croatia,HRV
Croatia,1972,69.1,11800,Croatia,HRV
Croatia,1973,70,12300,Croatia,HRV
Croatia,1974,70.4,13500,Croatia,HRV
Croatia,1975,70.6,13900,Croatia,HRV
Croatia,1976,70.8,14600,Croatia,HRV
Croatia,1977,70.9,15900,Croatia,HRV
Croatia,1978,70.7,17100,Croatia,HRV
Croatia,1979,70.7,18200,Croatia,HRV
Croatia,1980,70.7,18700,Croatia,HRV
Croatia,1981,70.7,18800,Croatia,HRV
Croatia,1982,70.6,18900,Croatia,HRV
Croatia,1983,70.3,18600,Croatia,HRV
Croatia,1984,70.7,19200,Croatia,HRV
Croatia,1985,71.3,19300,Croatia,HRV
Croatia,1986,71.6,19900,Croatia,HRV
Croatia,1987,71.4,20000,Croatia,HRV
Croatia,1988,71.8,19900,Croatia,HRV
Croatia,1989,72.2,19700,Croatia,HRV
Croatia,1990,72.5,18400,Croatia,HRV
Croatia,1991,72,14800,Croatia,HRV
Croatia,1992,72.4,13500,Croatia,HRV
Croatia,1993,72.7,12700,Croatia,HRV
Croatia,1994,73.3,13700,Croatia,HRV
Croatia,1995,73,15100,Croatia,HRV
Croatia,1996,73.5,16200,Croatia,HRV
Croatia,1997,73.5,17200,Croatia,HRV
Croatia,1998,73.8,17700,Croatia,HRV
Croatia,1999,74.1,17600,Croatia,HRV
Croatia,2000,74.7,18200,Croatia,HRV
Croatia,2001,74.9,19500,Croatia,HRV
Croatia,2002,75,20600,Croatia,HRV
Croatia,2003,75.1,21800,Croatia,HRV
Croatia,2004,75.6,22700,Croatia,HRV
Croatia,2005,75.6,23600,Croatia,HRV
Croatia,2006,76,24800,Croatia,HRV
Croatia,2007,75.9,26000,Croatia,HRV
Croatia,2008,75.9,26500,Croatia,HRV
Croatia,2009,76.5,24600,Croatia,HRV
Croatia,2010,76.8,24400,Croatia,HRV
Croatia,2011,77.1,24400,Croatia,HRV
Croatia,2012,77.4,23900,Croatia,HRV
Croatia,2013,77.8,23800,Croatia,HRV
Croatia,2014,77.9,23900,Croatia,HRV
Croatia,2015,77.7,24600,Croatia,HRV
Croatia,2016,78.4,25700,Croatia,HRV
Croatia,2017,78.5,26900,Croatia,HRV
Croatia,2018,78.6,27900,Croatia,HRV
Croatia,2019,78.7,28800,Croatia,HRV
Croatia,2020,77.9,26400,Croatia,HRV
Croatia,2021,79,27800,Croatia,HRV
Hungary,1949,61.1,4320,Hungary,HUN
Hungary,1950,61.9,4550,Hungary,HUN
Hungary,1951,62.5,4940,Hungary,HUN
Hungary,1952,64,5060,Hungary,HUN
Hungary,1953,64.2,5110,Hungary,HUN
Hungary,1954,65.5,5230,Hungary,HUN
Hungary,1955,66.6,5630,Hungary,HUN
Hungary,1956,65.7,5330,Hungary,HUN
Hungary,1957,66.3,5810,Hungary,HUN
Hungary,1958,67.3,6170,Hungary,HUN
Hungary,1959,67.3,6390,Hungary,HUN
Hungary,1960,68.1,6690,Hungary,HUN
Hungary,1961,68.8,7000,Hungary,HUN
Hungary,1962,68.2,7400,Hungary,HUN
Hungary,1963,68.9,7920,Hungary,HUN
Hungary,1964,69.5,8490,Hungary,HUN
Hungary,1965,69.4,8680,Hungary,HUN
Hungary,1966,69.9,9300,Hungary,HUN
Hungary,1967,69.6,9960,Hungary,HUN
Hungary,1968,69.4,10200,Hungary,HUN
Hungary,1969,69.3,10600,Hungary,HUN
Hungary,1970,69.2,10700,Hungary,HUN
Hungary,1971,69.1,11400,Hungary,HUN
Hungary,1972,69.7,11700,Hungary,HUN
Hungary,1973,69.8,12500,Hungary,HUN
Hungary,1974,69.5,13000,Hungary,HUN
Hungary,1975,69.4,13400,Hungary,HUN
Hungary,1976,69.6,13500,Hungary,HUN
Hungary,1977,69.9,14500,Hungary,HUN
Hungary,1978,69.5,15000,Hungary,HUN
Hungary,1979,69.5,15200,Hungary,HUN
Hungary,1980,69.1,15600,Hungary,HUN
Hungary,1981,69.1,15900,Hungary,HUN
Hungary,1982,69.3,16700,Hungary,HUN
Hungary,1983,68.9,16800,Hungary,HUN
Hungary,1984,68.9,17500,Hungary,HUN
Hungary,1985,68.9,17300,Hungary,HUN
Hungary,1986,69.2,17900,Hungary,HUN
Hungary,1987,69.6,18400,Hungary,HUN
Hungary,1988,70,19200,Hungary,HUN
Hungary,1989,69.4,19100,Hungary,HUN
Hungary,1990,69.5,18100,Hungary,HUN
Hungary,1991,69.5,16500,Hungary,HUN
Hungary,1992,69.1,16000,Hungary,HUN
Hungary,1993,69.2,15900,Hungary,HUN
Hungary,1994,69.6,16400,Hungary,HUN
Hungary,1995,70,16700,Hungary,HUN
Hungary,1996,70.8,16700,Hungary,HUN
Hungary,1997,71,17300,Hungary,HUN
Hungary,1998,71,18000,Hungary,HUN
Hungary,1999,71.1,18600,Hungary,HUN
Hungary,2000,71.9,19500,Hungary,HUN
Hungary,2001,72.5,20300,Hungary,HUN
Hungary,2002,72.6,21300,Hungary,HUN
Hungary,2003,72.7,22300,Hungary,HUN
Hungary,2004,73.1,23400,Hungary,HUN
Hungary,2005,73.1,24400,Hungary,HUN
Hungary,2006,73.5,25500,Hungary,HUN
Hungary,2007,73.6,25600,Hungary,HUN
Hungary,2008,74.2,25900,Hungary,HUN
Hungary,2009,74.4,24200,Hungary,HUN
Hungary,2010,74.8,24500,Hungary,HUN
Hungary,2011,75.1,25100,Hungary,HUN
Hungary,2012,75.4,24800,Hungary,HUN
Hungary,2013,75.9,25400,Hungary,HUN
Hungary,2014,76,26500,Hungary,HUN
Hungary,2015,75.9,27600,Hungary,HUN
Hungary,2016,76.3,28300,Hungary,HUN
Hungary,2017,76.3,29600,Hungary,HUN
Hungary,2018,76.3,31200,Hungary,HUN
Hungary,2019,76.6,32600,Hungary,HUN
Hungary,2020,75.8,31000,Hungary,HUN
Hungary,2021,76.9,32400,Hungary,HUN
Ireland,1949,64.9,6240,Ireland,IRL
Ireland,1950,66,6330,Ireland,IRL
Ireland,1951,65.8,6500,Ireland,IRL
Ireland,1952,67.3,6680,Ireland,IRL
Ireland,1953,68.1,6870,Ireland,IRL
Ireland,1954,68.3,6960,Ireland,IRL
Ireland,1955,68.5,7190,Ireland,IRL
Ireland,1956,69.1,7150,Ireland,IRL
Ireland,1957,69.4,7180,Ireland,IRL
Ireland,1958,69.6,7100,Ireland,IRL
Ireland,1959,69.8,7400,Ireland,IRL
Ireland,1960,70.1,7850,Ireland,IRL
Ireland,1961,70,8330,Ireland,IRL
Ireland,1962,70.2,8630,Ireland,IRL
Ireland,1963,70.5,9030,Ireland,IRL
Ireland,1964,70.6,9410,Ireland,IRL
Ireland,1965,70.8,9600,Ireland,IRL
Ireland,1966,70.7,9720,Ireland,IRL
Ireland,1967,71.1,10300,Ireland,IRL
Ireland,1968,71.2,11200,Ireland,IRL
Ireland,1969,71.1,11900,Ireland,IRL
Ireland,1970,71.2,12200,Ireland,IRL
Ireland,1971,71.5,12600,Ireland,IRL
Ireland,1972,71.4,13300,Ireland,IRL
Ireland,1973,71.4,13800,Ireland,IRL
Ireland,1974,71.4,14200,Ireland,IRL
Ireland,1975,71.7,14900,Ireland,IRL
Ireland,1976,72,15000,Ireland,IRL
Ireland,1977,72.2,16100.000000000002,Ireland,IRL
Ireland,1978,72.2,17100,Ireland,IRL
Ireland,1979,72.4,17500,Ireland,IRL
Ireland,1980,72.7,18000,Ireland,IRL
Ireland,1981,73,18400,Ireland,IRL
Ireland,1982,73.3,18800,Ireland,IRL
Ireland,1983,73.4,18700,Ireland,IRL
Ireland,1984,73.7,19500,Ireland,IRL
Ireland,1985,73.8,20200,Ireland,IRL
Ireland,1986,73.9,20200,Ireland,IRL
Ireland,1987,74.3,21300,Ireland,IRL
Ireland,1988,74.5,22600,Ireland,IRL
Ireland,1989,74.7,24200,Ireland,IRL
Ireland,1990,75,26400,Ireland,IRL
Ireland,1991,75.2,26800,Ireland,IRL
Ireland,1992,75.4,27500,Ireland,IRL
Ireland,1993,75.5,28100,Ireland,IRL
Ireland,1994,75.8,29600,Ireland,IRL
Ireland,1995,75.7,32299.999999999996,Ireland,IRL
